job_id	title	company	city	salary_low	salary_high	edu	exp	tags	category	company_tier	desc	publish_time
	交互设计	中兴通讯	苏州	13	21	不限	5-10年	3D Max;Sketch;C4D	UI设计	中型企业	"持续优化设计质量和用户体验
负责交互设计相关的设计工作
根据需求进行创意设计和视觉表现

任职要求：
不限及以上学历，设计相关专业优先
5-10年以上设计经验
熟练使用设计软件和工具
具备良好的审美能力和创意思维"	2026-02-10
	出纳	百度	深圳	9	15	博士	应届生	薪酬管理;沟通协调;PPT;招聘	职能管理	头部大厂	"协助部门完成日常管理工作
完成上级交办的其他任务
协调各部门之间的沟通

任职要求：
工作认真负责，细致耐心
有相关行业经验者优先
应届生以上相关工作经验
熟练使用办公软件"	2026-02-08
	产品经理	宁德时代	广州	45	74	博士	10年以上	PRD文档;Axure;产品设计;需求分析;用户研究	产品经理	中型企业	"跟踪产品上线后的数据表现
编写产品需求文档（PRD）
负责产品经理的产品规划和设计

任职要求：
有相关行业产品经验者优先
具备良好的产品思维和用户洞察力
博士及以上学历
具备优秀的沟通协调能力"	2026-02-16
	数据工程师	大疆创新	武汉	18	30	硕士	3-5年	Django;NumPy;Docker;大数据	后端开发	中型企业	"参与需求分析、系统设计、编码实现和测试
编写高质量、可维护的代码
参与技术方案评审，解决技术难题

任职要求：
熟悉相关技术栈和开发工具
硕士及以上学历，计算机相关专业优先
有大型项目经验者优先
具备良好的沟通能力和团队协作精神"	2026-03-06
	行政专员	商汤科技	苏州	6	10	本科	1-3年	组织管理;招聘;绩效考核;培训;PPT;薪酬管理	职能管理	中型企业	"协调各部门之间的沟通
整理和归档相关文件资料
协助部门完成日常管理工作

任职要求：
1-3年以上相关工作经验
熟练使用办公软件
具备良好的沟通协调能力
工作认真负责，细致耐心"	2026-02-19
	财务专员	网易	成都	8	13	大专	5-10年	招聘;组织管理;Excel	职能管理	头部大厂	"整理和归档相关文件资料
负责财务专员相关工作
完成上级交办的其他任务

任职要求：
工作认真负责，细致耐心
大专及以上学历
熟练使用办公软件
5-10年以上相关工作经验"	2026-02-22
	运维工程师	小米	天津	23	38	硕士	10年以上	机器学习;Java;TypeScript;深度学习;大数据	运维工程师	头部大厂	"持续优化系统性能和用户体验
参与技术方案评审，解决技术难题
参与需求分析、系统设计、编码实现和测试

任职要求：
具备良好的沟通能力和团队协作精神
熟悉相关技术栈和开发工具
具备良好的编程基础和算法能力
10年以上以上相关工作经验"	2026-02-19
	用户研究	依图科技	西安	10	16	不限	5-10年	数据分析;PRD文档;原型设计;需求分析;Figma	运营	中型企业	"进行用户调研和需求分析
编写产品需求文档（PRD）
跟踪产品上线后的数据表现

任职要求：
熟练使用Axure、Figma等设计工具
具备良好的产品思维和用户洞察力
有相关行业产品经验者优先
不限及以上学历"	2026-02-28
	UX设计师	格力	郑州	10	16	博士	1-3年	用户研究;产品设计;需求分析	UI设计	中型企业	"进行用户调研和需求分析
协调开发、设计、测试等团队资源
跟踪产品上线后的数据表现

任职要求：
1-3年以上产品经理经验
具备优秀的沟通协调能力
熟练使用Axure、Figma等设计工具
博士及以上学历"	2026-02-25
	产品经理	平安科技	苏州	6	10	硕士	应届生	PRD文档;需求分析;Axure;产品设计;用户研究	产品经理	大型企业	"跟踪产品上线后的数据表现
协调开发、设计、测试等团队资源
负责产品经理的产品规划和设计

任职要求：
具备优秀的沟通协调能力
硕士及以上学历
具备良好的产品思维和用户洞察力
应届生以上产品经理经验"	2026-02-04
	用户研究	宁德时代	武汉	17	28	大专	10年以上	需求分析;Axure;原型设计	运营	大型企业	"协调开发、设计、测试等团队资源
进行用户调研和需求分析
跟踪产品上线后的数据表现

任职要求：
熟练使用Axure、Figma等设计工具
具备良好的产品思维和用户洞察力
10年以上以上产品经理经验
具备优秀的沟通协调能力"	2026-02-20
	UI设计	商汤科技	长沙	23	38	硕士	10年以上	Illustrator;After Effects;Photoshop;Adobe XD;Sketch;C4D	UI设计	大型企业	"制作设计稿和交互原型
与产品、开发团队协作
负责UI设计相关的设计工作

任职要求：
熟练使用设计软件和工具
10年以上以上设计经验
具备良好的审美能力和创意思维
硕士及以上学历，设计相关专业优先"	2026-02-24
	公关经理	快手	杭州	18	30	本科	5-10年	BD;公关;营销策划;媒介投放	市场推广	头部大厂	"组织市场活动和品牌宣传
拓展市场渠道和合作伙伴
制定市场推广策略和计划

任职要求：
本科及以上学历
具备良好的商务谈判能力
有相关行业资源者优先
具备市场策划和执行能力"	2026-02-10
	新媒体运营	宁德时代	南京	4	7	不限	不限	内容策划;新媒体;SEM;SEO	运营	中型企业	"分析运营数据，优化运营效果
负责新媒体运营相关的运营工作
制定运营策略和执行计划

任职要求：
具备数据分析能力和运营思维
有成功运营案例者优先
不限及以上学历
不限以上运营经验"	2026-02-27
	新媒体运营	顺丰	北京	11	18	硕士	不限	社群运营;数据分析;用户增长;SEO	运营	中型企业	"策划和执行线上线下活动
制定运营策略和执行计划
分析运营数据，优化运营效果

任职要求：
有成功运营案例者优先
熟悉新媒体运营和内容策划
硕士及以上学历
具备良好的文案写作能力"	2026-02-28
	品牌经理	哔哩哔哩	广州	14	23	本科	3-5年	公关;BD;渠道拓展;品牌推广;营销策划;市场调研	市场推广	头部大厂	"制定市场推广策略和计划
分析市场动态和竞争对手
拓展市场渠道和合作伙伴

任职要求：
有相关行业资源者优先
本科及以上学历
熟悉各类营销渠道和推广方式
具备良好的商务谈判能力"	2026-02-18
	财务专员	大疆创新	天津	20	32	博士	10年以上	组织管理;沟通协调;薪酬管理;培训	职能管理	中型企业	"负责财务专员相关工作
协调各部门之间的沟通
协助部门完成日常管理工作

任职要求：
10年以上以上相关工作经验
工作认真负责，细致耐心
有相关行业经验者优先
熟练使用办公软件"	2026-02-07
	UI设计	格力	天津	13	22	不限	5-10年	Photoshop;3D Max;C4D	UI设计	中型企业	"制作设计稿和交互原型
持续优化设计质量和用户体验
根据需求进行创意设计和视觉表现

任职要求：
有优秀作品集者优先
不限及以上学历，设计相关专业优先
熟练使用设计软件和工具
具备良好的审美能力和创意思维"	2026-03-02
	行政助理	美团	重庆	3	5	大专	不限	绩效考核;PPT;培训;薪酬管理	职能管理	头部大厂	"整理和归档相关文件资料
协助部门完成日常管理工作
协调各部门之间的沟通

任职要求：
工作认真负责，细致耐心
不限以上相关工作经验
具备良好的沟通协调能力
有相关行业经验者优先"	2026-02-22
	交互设计	商汤科技	天津	3	6	大专	不限	Illustrator;Figma;C4D	UI设计	中型企业	"制作设计稿和交互原型
根据需求进行创意设计和视觉表现
持续优化设计质量和用户体验

任职要求：
具备良好的沟通理解能力
熟练使用设计软件和工具
不限以上设计经验
有优秀作品集者优先"	2026-02-09
	出纳	字节跳动	长沙	8	13	不限	5-10年	招聘;薪酬管理;绩效考核;PPT;培训	职能管理	头部大厂	"完成上级交办的其他任务
负责出纳相关工作
协助部门完成日常管理工作

任职要求：
5-10年以上相关工作经验
熟练使用办公软件
具备良好的沟通协调能力
工作认真负责，细致耐心"	2026-02-14
	视觉设计	字节跳动	郑州	8	13	不限	3-5年	Illustrator;C4D;After Effects;Photoshop;Figma	UI设计	头部大厂	"持续优化设计质量和用户体验
与产品、开发团队协作
根据需求进行创意设计和视觉表现

任职要求：
3-5年以上设计经验
不限及以上学历，设计相关专业优先
有优秀作品集者优先
具备良好的审美能力和创意思维"	2026-03-03
	交互设计	海尔	南京	5	9	大专	1-3年	PRD文档;Figma;数据分析;需求分析	UI设计	中型企业	"负责交互设计的产品规划和设计
编写产品需求文档（PRD）
协调开发、设计、测试等团队资源

任职要求：
具备优秀的沟通协调能力
1-3年以上产品经理经验
具备良好的产品思维和用户洞察力
大专及以上学历"	2026-02-27
	产品经理	哔哩哔哩	郑州	10	17	博士	不限	Axure;产品设计;PRD文档;Figma;原型设计	产品经理	头部大厂	"跟踪产品上线后的数据表现
进行用户调研和需求分析
协调开发、设计、测试等团队资源

任职要求：
具备优秀的沟通协调能力
博士及以上学历
熟练使用Axure、Figma等设计工具
不限以上产品经理经验"	2026-03-01
	品牌经理	云从科技	天津	9	14	博士	应届生	公关;BD;营销策划;媒介投放;品牌推广	市场推广	中型企业	"拓展市场渠道和合作伙伴
分析市场动态和竞争对手
负责品牌经理相关的市场推广工作

任职要求：
博士及以上学历
具备市场策划和执行能力
熟悉各类营销渠道和推广方式
应届生以上市场推广经验"	2026-02-06
	运营专员	宁德时代	深圳	9	16	硕士	不限	内容策划;新媒体;社群运营	运营	大型企业	"分析运营数据，优化运营效果
维护用户关系，提升用户活跃度
策划和执行线上线下活动

任职要求：
熟悉新媒体运营和内容策划
不限以上运营经验
具备良好的文案写作能力
有成功运营案例者优先"	2026-02-19
	数据运营	比亚迪	南京	4	7	本科	应届生	用户增长;内容策划;数据分析;SEO;新媒体	运营	中型企业	"负责数据运营相关的运营工作
策划和执行线上线下活动
分析运营数据，优化运营效果

任职要求：
具备数据分析能力和运营思维
具备良好的文案写作能力
应届生以上运营经验
本科及以上学历"	2026-02-22
	人力资源	蚂蚁集团	武汉	3	5	大专	应届生	沟通协调;招聘;培训;绩效考核;组织管理;Excel	职能管理	头部大厂	"整理和归档相关文件资料
协调各部门之间的沟通
完成上级交办的其他任务

任职要求：
有相关行业经验者优先
具备良好的沟通协调能力
大专及以上学历
熟练使用办公软件"	2026-03-05
	运营专员	华为	天津	15	25	不限	10年以上	SEO;SEM;社群运营	运营	头部大厂	"维护用户关系，提升用户活跃度
负责运营专员相关的运营工作
分析运营数据，优化运营效果

任职要求：
熟悉新媒体运营和内容策划
具备数据分析能力和运营思维
具备良好的文案写作能力
有成功运营案例者优先"	2026-02-27
	活动运营	新浪	重庆	3	5	不限	应届生	活动策划;SEM;数据分析;SEO	运营	头部大厂	"制定运营策略和执行计划
维护用户关系，提升用户活跃度
策划和执行线上线下活动

任职要求：
具备数据分析能力和运营思维
有成功运营案例者优先
不限及以上学历
应届生以上运营经验"	2026-03-05
